,datetime,candidate,votes,state,district,type
432,2020-11-18 02:41:23+00:00,Biden,18599,California,,
433,2020-11-18 02:41:23+00:00,Trump,16859,California,,
434,2020-11-17 23:47:39+00:00,Biden,32684,California,,
435,2020-11-17 23:47:39+00:00,Trump,19796,California,,
436,2020-11-17 22:31:59+00:00,Biden,21384,California,,
437,2020-11-17 22:31:59+00:00,Trump,11109,California,,
438,2020-11-17 20:48:37+00:00,Biden,1124,California,,
439,2020-11-17 20:48:37+00:00,Trump,549,California,,
440,2020-11-17 13:48:02+00:00,Biden,1781,California,,
441,2020-11-17 13:48:02+00:00,Trump,995,California,,
442,2020-11-17 05:37:59+00:00,Biden,19799,California,,
443,2020-11-17 05:37:59+00:00,Trump,17855,California,,
444,2020-11-17 02:37:13+00:00,Biden,36471,California,,
445,2020-11-17 02:37:13+00:00,Trump,31599,California,,
446,2020-11-16 20:37:33+00:00,Biden,24841,California,,
447,2020-11-16 20:37:33+00:00,Trump,8566,California,,
448,2020-11-16 02:37:31+00:00,Biden,1193,California,,
449,2020-11-16 02:37:31+00:00,Trump,1001,California,,
450,2020-11-15 02:37:47+00:00,Biden,25929,California,,
451,2020-11-15 02:37:47+00:00,Trump,23312,California,,
452,2020-11-14 15:30:45+00:00,Biden,291036,California,,
453,2020-11-14 15:30:45+00:00,Trump,206023,California,,
454,2020-11-13 02:36:29+00:00,Biden,28109,California,,
455,2020-11-13 02:36:29+00:00,Trump,26007,California,,
456,2020-11-13 01:22:08+00:00,Biden,13329,California,,
457,2020-11-13 01:22:08+00:00,Trump,3940,California,,
458,2020-11-13 00:49:46+00:00,Biden,26479,California,,
459,2020-11-13 00:49:46+00:00,Trump,24493,California,,
460,2020-11-12 23:45:25+00:00,Biden,3989,California,,
461,2020-11-12 23:45:25+00:00,Trump,4721,California,,
462,2020-11-12 20:43:04+00:00,Biden,29975,California,,
463,2020-11-12 20:43:04+00:00,Trump,44671,California,,
464,2020-11-12 13:49:42+00:00,Biden,2127,California,,
465,2020-11-12 13:49:42+00:00,Trump,1452,California,,
466,2020-11-12 02:40:04+00:00,Biden,67040,California,,
467,2020-11-12 02:40:04+00:00,Trump,45198,California,,
468,2020-11-11 23:38:14+00:00,Biden,1220,California,,
469,2020-11-11 23:38:14+00:00,Trump,655,California,,
470,2020-11-11 05:36:22+00:00,Biden,17728,California,,
471,2020-11-11 05:36:22+00:00,Trump,18643,California,,
472,2020-11-11 03:15:21+00:00,Biden,553436,California,,
473,2020-11-11 03:15:21+00:00,Trump,382283,California,,
474,2020-11-10 02:01:00+00:00,Biden,300966,California,,
475,2020-11-10 02:01:00+00:00,Trump,104866,California,,
476,2020-11-10 01:56:52+00:00,Biden,43053,California,,
477,2020-11-10 01:56:52+00:00,Trump,12716,California,,
478,2020-11-10 01:48:42+00:00,Biden,10182,California,,
479,2020-11-10 01:48:42+00:00,Trump,7341,California,,
480,2020-11-10 00:51:18+00:00,Biden,18500,California,,
481,2020-11-10 00:51:18+00:00,Trump,26788,California,,
482,2020-11-09 23:36:23+00:00,Biden,1168,California,,
483,2020-11-09 23:36:23+00:00,Trump,3143,California,,
484,2020-11-09 17:43:52+00:00,Biden,18962,California,,
485,2020-11-09 17:43:52+00:00,Trump,4058,California,,
486,2020-11-09 17:17:21+00:00,Biden,854,California,,updated
487,2020-11-09 17:17:21+00:00,Trump,6840,California,,updated
488,2020-11-09 02:38:03+00:00,Biden,141170,California,,
489,2020-11-09 02:38:03+00:00,Trump,67234,California,,
490,2020-11-08 17:24:38+00:00,Biden,994071,California,,
491,2020-11-08 17:24:38+00:00,Trump,593076,California,,
492,2020-11-06 01:57:28+00:00,Biden,38167,California,,
493,2020-11-06 01:57:28+00:00,Trump,31306,California,,
494,2020-11-06 01:27:54+00:00,Biden,129036,California,,
495,2020-11-06 01:27:54+00:00,Trump,48497,California,,
496,2020-11-06 01:26:00+00:00,Biden,130687,California,,
497,2020-11-06 01:26:00+00:00,Trump,103226,California,,
498,2020-11-05 01:02:56+00:00,Biden,6114,California,,
499,2020-11-05 01:02:56+00:00,Trump,7002,California,,
500,2020-11-05 00:55:32+00:00,Biden,140504,California,,
501,2020-11-05 00:55:32+00:00,Trump,58662,California,,
502,2020-11-05 00:16:49+00:00,Biden,838,California,,
503,2020-11-05 00:16:49+00:00,Trump,152,California,,
504,2020-11-04 23:41:34+00:00,Biden,15,California,,
505,2020-11-04 23:41:34+00:00,Trump,15,California,,
506,2020-11-04 19:13:03+00:00,Biden,532,California,,
507,2020-11-04 19:13:03+00:00,Trump,665,California,,
508,2020-11-04 18:48:31+00:00,Biden,739,California,,
509,2020-11-04 18:48:31+00:00,Trump,655,California,,
510,2020-11-04 18:40:57+00:00,Biden,162,California,,
511,2020-11-04 18:40:57+00:00,Trump,175,California,,
512,2020-11-04 17:41:18+00:00,Biden,387,California,,
513,2020-11-04 17:41:18+00:00,Trump,322,California,,
514,2020-11-04 17:33:32+00:00,Biden,2975,California,,
515,2020-11-04 17:33:32+00:00,Trump,939,California,,
516,2020-11-04 16:25:01+00:00,Biden,531,California,,
517,2020-11-04 16:25:01+00:00,Trump,833,California,,
518,2020-11-04 15:17:08+00:00,Biden,219,California,,
519,2020-11-04 15:17:08+00:00,Trump,293,California,,
520,2020-11-04 14:23:44+00:00,Biden,783,California,,
521,2020-11-04 14:23:44+00:00,Trump,1000,California,,
522,2020-11-04 13:28:22+00:00,Biden,7721336,California,,
523,2020-11-04 13:28:22+00:00,Trump,3890571,California,,
524,2020-12-05 17:57:02+00:00,Biden,156,Colorado,,
525,2020-12-05 17:57:02+00:00,Trump,136,Colorado,,
526,2020-11-25 21:48:13+00:00,Biden,12,Colorado,,
527,2020-11-25 21:48:13+00:00,Trump,4,Colorado,,
528,2020-11-25 02:25:12+00:00,Biden,8,Colorado,,updated
529,2020-11-25 02:25:12+00:00,Trump,41,Colorado,,updated
530,2020-11-24 23:33:13+00:00,Biden,1,Colorado,,
531,2020-11-24 23:33:13+00:00,Trump,3,Colorado,,
532,2020-11-24 20:10:16+00:00,Biden,306,Colorado,,
533,2020-11-24 20:10:16+00:00,Trump,269,Colorado,,
534,2020-11-20 23:42:58+00:00,Biden,3,Colorado,,
535,2020-11-20 23:42:58+00:00,Trump,7,Colorado,,
536,2020-11-20 23:33:00+00:00,Biden,3,Colorado,,
537,2020-11-20 23:33:00+00:00,Trump,1,Colorado,,
538,2020-11-20 20:35:12+00:00,Biden,10,Colorado,,
539,2020-11-20 20:35:12+00:00,Trump,12,Colorado,,
540,2020-11-20 18:19:41+00:00,Biden,3,Colorado,,
541,2020-11-20 18:19:41+00:00,Trump,3,Colorado,,
542,2020-11-20 17:37:40+00:00,Biden,1,Colorado,,
543,2020-11-20 17:37:40+00:00,Trump,1,Colorado,,
544,2020-11-16 03:48:51+00:00,Biden,502,Colorado,,
545,2020-11-16 03:48:51+00:00,Trump,651,Colorado,,
546,2020-11-16 03:32:50+00:00,Biden,259,Colorado,,updated
547,2020-11-16 03:32:50+00:00,Trump,104,Colorado,,updated
548,2020-11-14 21:46:45+00:00,Biden,454,Colorado,,
549,2020-11-14 21:46:45+00:00,Trump,609,Colorado,,
550,2020-11-14 01:37:03+00:00,Biden,881,Colorado,,
551,2020-11-14 01:37:03+00:00,Trump,1168,Colorado,,
552,2020-11-14 01:27:45+00:00,Biden,9048,Colorado,,
553,2020-11-14 01:27:45+00:00,Trump,3319,Colorado,,
554,2020-11-14 00:59:43+00:00,Biden,374,Colorado,,
555,2020-11-14 00:59:43+00:00,Trump,361,Colorado,,
556,2020-11-14 00:30:24+00:00,Biden,1436,Colorado,,
557,2020-11-14 00:30:24+00:00,Trump,1095,Colorado,,
558,2020-11-13 23:27:03+00:00,Biden,588,Colorado,,
559,2020-11-13 23:27:03+00:00,Trump,511,Colorado,,
560,2020-11-13 23:11:42+00:00,Biden,5286,Colorado,,
561,2020-11-13 23:11:42+00:00,Trump,6702,Colorado,,
562,2020-11-13 22:47:43+00:00,Biden,783,Colorado,,
563,2020-11-13 22:47:43+00:00,Trump,961,Colorado,,
564,2020-11-13 22:32:04+00:00,Biden,25,Colorado,,
565,2020-11-13 22:32:04+00:00,Trump,43,Colorado,,
566,2020-11-13 22:14:24+00:00,Biden,597,Colorado,,
567,2020-11-13 22:14:24+00:00,Trump,440,Colorado,,
568,2020-11-13 21:55:43+00:00,Biden,242,Colorado,,
569,2020-11-13 21:55:43+00:00,Trump,348,Colorado,,
570,2020-11-13 20:20:19+00:00,Biden,508,Colorado,,
571,2020-11-13 20:20:19+00:00,Trump,431,Colorado,,
572,2020-11-13 19:13:58+00:00,Biden,203,Colorado,,
573,2020-11-13 19:13:58+00:00,Trump,290,Colorado,,
574,2020-11-13 18:16:31+00:00,Biden,84,Colorado,,
575,2020-11-13 18:16:31+00:00,Trump,60,Colorado,,
576,2020-11-13 17:53:30+00:00,Biden,10,Colorado,,
577,2020-11-13 17:53:30+00:00,Trump,9,Colorado,,
578,2020-11-13 17:39:12+00:00,Biden,27,Colorado,,
579,2020-11-13 17:39:12+00:00,Trump,24,Colorado,,
580,2020-11-13 17:32:32+00:00,Biden,25,Colorado,,
581,2020-11-13 17:32:32+00:00,Trump,68,Colorado,,
582,2020-11-13 17:24:32+00:00,Biden,4,Colorado,,
583,2020-11-13 17:24:32+00:00,Trump,1,Colorado,,
584,2020-11-13 17:15:33+00:00,Biden,7,Colorado,,
585,2020-11-13 17:15:33+00:00,Trump,15,Colorado,,
586,2020-11-13 16:28:30+00:00,Biden,30,Colorado,,
587,2020-11-13 16:28:30+00:00,Trump,28,Colorado,,
588,2020-11-12 22:47:44+00:00,Biden,108,Colorado,,
589,2020-11-12 22:47:44+00:00,Trump,135,Colorado,,
590,2020-11-12 19:38:22+00:00,Biden,4,Colorado,,
591,2020-11-12 19:38:22+00:00,Trump,26,Colorado,,
592,2020-11-11 21:52:35+00:00,Biden,3211,Colorado,,
593,2020-11-11 21:52:35+00:00,Trump,1317,Colorado,,
594,2020-11-11 00:49:41+00:00,Biden,26063,Colorado,,
595,2020-11-11 00:49:41+00:00,Trump,10616,Colorado,,
596,2020-11-10 22:19:21+00:00,Biden,275,Colorado,,
597,2020-11-10 22:19:21+00:00,Trump,184,Colorado,,
598,2020-11-10 15:12:43+00:00,Biden,97,Colorado,,
599,2020-11-10 15:12:43+00:00,Trump,98,Colorado,,
600,2020-11-09 20:43:31+00:00,Biden,87,Colorado,,
601,2020-11-09 20:43:31+00:00,Trump,48,Colorado,,
602,2020-11-06 23:26:05+00:00,Biden,13782,Colorado,,
603,2020-11-06 23:26:05+00:00,Trump,4596,Colorado,,
604,2020-11-06 23:13:45+00:00,Biden,649,Colorado,,
605,2020-11-06 23:13:45+00:00,Trump,668,Colorado,,
606,2020-11-06 18:59:15+00:00,Biden,6429,Colorado,,
607,2020-11-06 18:59:15+00:00,Trump,9158,Colorado,,
608,2020-11-06 15:11:34+00:00,Biden,9101,Colorado,,
609,2020-11-06 15:11:34+00:00,Trump,4810,Colorado,,
610,2020-11-06 00:35:53+00:00,Biden,275,Colorado,,
611,2020-11-06 00:35:53+00:00,Trump,232,Colorado,,
612,2020-11-06 00:11:13+00:00,Biden,17792,Colorado,,
613,2020-11-06 00:11:13+00:00,Trump,9113,Colorado,,
614,2020-11-05 23:25:57+00:00,Biden,1714,Colorado,,
615,2020-11-05 23:25:57+00:00,Trump,1176,Colorado,,
616,2020-11-05 20:55:45+00:00,Biden,53,Colorado,,
617,2020-11-05 20:55:45+00:00,Trump,40,Colorado,,
618,2020-11-05 16:37:47+00:00,Biden,11390,Colorado,,
619,2020-11-05 16:37:47+00:00,Trump,20378,Colorado,,
620,2020-11-05 04:55:36+00:00,Biden,1516,Colorado,,
621,2020-11-05 04:55:36+00:00,Trump,3271,Colorado,,
622,2020-11-05 03:37:52+00:00,Biden,5195,Colorado,,
623,2020-11-05 03:37:52+00:00,Trump,4445,Colorado,,
624,2020-11-05 02:26:44+00:00,Biden,9027,Colorado,,
625,2020-11-05 02:26:44+00:00,Trump,9416,Colorado,,
626,2020-11-05 01:24:21+00:00,Biden,7779,Colorado,,
627,2020-11-05 01:24:21+00:00,Trump,6697,Colorado,,
628,2020-11-05 01:16:26+00:00,Biden,2002,Colorado,,
629,2020-11-05 01:16:26+00:00,Trump,1907,Colorado,,
630,2020-11-05 00:44:49+00:00,Biden,15122,Colorado,,
631,2020-11-05 00:44:49+00:00,Trump,6276,Colorado,,
632,2020-11-04 23:57:33+00:00,Biden,423,Colorado,,
633,2020-11-04 23:57:33+00:00,Trump,599,Colorado,,
634,2020-11-04 23:41:34+00:00,Biden,222,Colorado,,
635,2020-11-04 23:41:34+00:00,Trump,1061,Colorado,,
636,2020-11-04 23:14:43+00:00,Biden,23,Colorado,,
637,2020-11-04 23:14:43+00:00,Trump,163,Colorado,,
638,2020-11-04 22:07:35+00:00,Biden,439,Colorado,,
639,2020-11-04 22:07:35+00:00,Trump,1122,Colorado,,
640,2020-11-04 21:51:22+00:00,Biden,5243,Colorado,,
641,2020-11-04 21:51:22+00:00,Trump,11026,Colorado,,
642,2020-11-04 21:12:19+00:00,Biden,3535,Colorado,,
643,2020-11-04 21:12:19+00:00,Trump,2986,Colorado,,
644,2020-11-04 20:23:38+00:00,Biden,7159,Colorado,,
645,2020-11-04 20:23:38+00:00,Trump,11809,Colorado,,
646,2020-11-04 19:13:03+00:00,Biden,1968,Colorado,,
647,2020-11-04 19:13:03+00:00,Trump,1767,Colorado,,
648,2020-11-04 18:56:14+00:00,Biden,1560,Colorado,,
649,2020-11-04 18:56:14+00:00,Trump,1876,Colorado,,
650,2020-11-04 13:28:22+00:00,Biden,1628829,Colorado,,
651,2020-11-04 13:28:22+00:00,Trump,1218136,Colorado,,
652,2020-11-25 02:59:15+00:00,Biden,1153,Connecticut,,
653,2020-11-25 02:59:15+00:00,Trump,514,Connecticut,,
654,2020-11-25 02:48:20+00:00,Biden,1855,Connecticut,,updated
655,2020-11-25 02:48:20+00:00,Trump,1431,Connecticut,,updated
656,2020-11-25 02:37:15+00:00,Biden,115,Connecticut,,updated
657,2020-11-25 02:37:15+00:00,Trump,713,Connecticut,,updated
658,2020-11-20 16:45:41+00:00,Biden,-109,Connecticut,,
659,2020-11-20 16:45:41+00:00,Trump,381,Connecticut,,
660,2020-11-14 19:03:46+00:00,Biden,1211,Connecticut,,
661,2020-11-14 19:03:46+00:00,Trump,789,Connecticut,,
662,2020-11-10 21:53:23+00:00,Biden,32,Connecticut,,
663,2020-11-10 21:53:23+00:00,Trump,18,Connecticut,,
664,2020-11-09 21:00:14+00:00,Biden,148,Connecticut,,
665,2020-11-09 21:00:14+00:00,Trump,22,Connecticut,,
666,2020-11-09 20:35:01+00:00,Biden,8027,Connecticut,,
667,2020-11-09 20:35:01+00:00,Trump,2203,Connecticut,,
668,2020-11-09 19:41:59+00:00,Biden,4710,Connecticut,,
669,2020-11-09 19:41:59+00:00,Trump,1417,Connecticut,,
670,2020-11-09 19:37:52+00:00,Biden,321,Connecticut,,
671,2020-11-09 19:37:52+00:00,Trump,90,Connecticut,,
672,2020-11-09 19:30:10+00:00,Biden,14,Connecticut,,updated
673,2020-11-09 19:30:10+00:00,Trump,176,Connecticut,,updated
674,2020-11-09 19:14:19+00:00,Biden,4160,Connecticut,,
675,2020-11-09 19:14:19+00:00,Trump,6699,Connecticut,,
676,2020-11-09 18:48:37+00:00,Biden,2598,Connecticut,,
677,2020-11-09 18:48:37+00:00,Trump,4607,Connecticut,,
678,2020-11-09 15:22:03+00:00,Biden,101,Connecticut,,
679,2020-11-09 15:22:03+00:00,Trump,53,Connecticut,,
680,2020-11-09 15:02:18+00:00,Biden,3,Connecticut,,
681,2020-11-09 15:02:18+00:00,Trump,8,Connecticut,,
682,2020-11-08 04:46:23+00:00,Biden,34,Connecticut,,
683,2020-11-08 04:46:23+00:00,Trump,30,Connecticut,,
684,2020-11-07 19:46:05+00:00,Biden,389,Connecticut,,
685,2020-11-07 19:46:05+00:00,Trump,202,Connecticut,,
686,2020-11-07 01:47:07+00:00,Biden,13564,Connecticut,,
687,2020-11-07 01:47:07+00:00,Trump,1248,Connecticut,,
688,2020-11-06 23:33:12+00:00,Biden,4416,Connecticut,,
689,2020-11-06 23:33:12+00:00,Trump,5729,Connecticut,,
690,2020-11-06 22:58:48+00:00,Biden,7778,Connecticut,,
691,2020-11-06 22:58:48+00:00,Trump,3381,Connecticut,,
692,2020-11-06 22:32:23+00:00,Biden,2,Connecticut,,
693,2020-11-06 22:32:23+00:00,Trump,1,Connecticut,,
694,2020-11-06 22:24:11+00:00,Biden,5435,Connecticut,,
695,2020-11-06 22:24:11+00:00,Trump,577,Connecticut,,
696,2020-11-06 21:14:54+00:00,Biden,144,Connecticut,,
697,2020-11-06 21:14:54+00:00,Trump,56,Connecticut,,
698,2020-11-06 20:58:52+00:00,Biden,11814,Connecticut,,
699,2020-11-06 20:58:52+00:00,Trump,1278,Connecticut,,
700,2020-11-06 18:51:26+00:00,Biden,1361,Connecticut,,
701,2020-11-06 18:51:26+00:00,Trump,433,Connecticut,,
702,2020-11-06 16:41:57+00:00,Biden,52,Connecticut,,
703,2020-11-06 16:41:57+00:00,Trump,38,Connecticut,,
704,2020-11-06 16:32:19+00:00,Biden,44,Connecticut,,
705,2020-11-06 16:32:19+00:00,Trump,14,Connecticut,,
706,2020-11-06 14:50:57+00:00,Biden,219,Connecticut,,
707,2020-11-06 14:50:57+00:00,Trump,90,Connecticut,,
708,2020-11-06 14:29:02+00:00,Biden,1698,Connecticut,,
709,2020-11-06 14:29:02+00:00,Trump,304,Connecticut,,
710,2020-11-06 00:37:29+00:00,Biden,21,Connecticut,,
711,2020-11-06 00:37:29+00:00,Trump,5,Connecticut,,
712,2020-11-05 23:07:42+00:00,Biden,405,Connecticut,,
713,2020-11-05 23:07:42+00:00,Trump,232,Connecticut,,
714,2020-11-05 22:53:30+00:00,Biden,2923,Connecticut,,
715,2020-11-05 22:53:30+00:00,Trump,687,Connecticut,,
716,2020-11-05 22:29:15+00:00,Biden,702,Connecticut,,
717,2020-11-05 22:29:15+00:00,Trump,454,Connecticut,,
718,2020-11-05 21:45:23+00:00,Biden,666,Connecticut,,
719,2020-11-05 21:45:23+00:00,Trump,339,Connecticut,,
720,2020-11-05 21:05:33+00:00,Biden,571,Connecticut,,
721,2020-11-05 21:05:33+00:00,Trump,147,Connecticut,,
722,2020-11-05 20:55:45+00:00,Biden,33,Connecticut,,
723,2020-11-05 20:55:45+00:00,Trump,47,Connecticut,,
724,2020-11-05 20:40:29+00:00,Biden,3099,Connecticut,,
725,2020-11-05 20:40:29+00:00,Trump,3034,Connecticut,,
726,2020-11-05 20:01:34+00:00,Biden,327,Connecticut,,
727,2020-11-05 20:01:34+00:00,Trump,90,Connecticut,,
728,2020-11-05 19:49:33+00:00,Biden,2039,Connecticut,,
729,2020-11-05 19:49:33+00:00,Trump,813,Connecticut,,
730,2020-11-05 19:45:41+00:00,Biden,20,Connecticut,,
731,2020-11-05 19:45:41+00:00,Trump,26,Connecticut,,
732,2020-11-05 19:32:33+00:00,Biden,905,Connecticut,,
733,2020-11-05 19:32:33+00:00,Trump,337,Connecticut,,
734,2020-11-05 18:24:54+00:00,Biden,55,Connecticut,,
735,2020-11-05 18:24:54+00:00,Trump,39,Connecticut,,
736,2020-11-05 17:56:53+00:00,Biden,631,Connecticut,,
737,2020-11-05 17:56:53+00:00,Trump,207,Connecticut,,
738,2020-11-05 17:32:18+00:00,Biden,477,Connecticut,,
739,2020-11-05 17:32:18+00:00,Trump,385,Connecticut,,
740,2020-11-05 17:13:24+00:00,Biden,542,Connecticut,,
741,2020-11-05 17:13:24+00:00,Trump,409,Connecticut,,
742,2020-11-05 16:53:29+00:00,Biden,170,Connecticut,,
743,2020-11-05 16:53:29+00:00,Trump,82,Connecticut,,
744,2020-11-05 16:49:58+00:00,Biden,572,Connecticut,,
745,2020-11-05 16:49:58+00:00,Trump,551,Connecticut,,
746,2020-11-05 16:43:40+00:00,Biden,14,Connecticut,,
747,2020-11-05 16:43:40+00:00,Trump,10,Connecticut,,
748,2020-11-05 16:37:47+00:00,Biden,8,Connecticut,,
749,2020-11-05 16:37:47+00:00,Trump,12,Connecticut,,
750,2020-11-05 16:08:12+00:00,Biden,726,Connecticut,,
751,2020-11-05 16:08:12+00:00,Trump,520,Connecticut,,
752,2020-11-05 15:15:31+00:00,Biden,114,Connecticut,,
753,2020-11-05 15:15:31+00:00,Trump,80,Connecticut,,
754,2020-11-05 15:05:16+00:00,Biden,111,Connecticut,,
755,2020-11-05 15:05:16+00:00,Trump,37,Connecticut,,
756,2020-11-05 14:52:26+00:00,Biden,655,Connecticut,,
757,2020-11-05 14:52:26+00:00,Trump,153,Connecticut,,
758,2020-11-05 13:19:33+00:00,Biden,695,Connecticut,,
759,2020-11-05 13:19:33+00:00,Trump,339,Connecticut,,
760,2020-11-05 02:47:23+00:00,Biden,7224,Connecticut,,
761,2020-11-05 02:47:23+00:00,Trump,1059,Connecticut,,
762,2020-11-05 02:19:13+00:00,Biden,366,Connecticut,,
763,2020-11-05 02:19:13+00:00,Trump,234,Connecticut,,
764,2020-11-05 02:03:34+00:00,Biden,7103,Connecticut,,
765,2020-11-05 02:03:34+00:00,Trump,1572,Connecticut,,
766,2020-11-05 01:32:24+00:00,Biden,592,Connecticut,,
767,2020-11-05 01:32:24+00:00,Trump,175,Connecticut,,
768,2020-11-05 00:44:49+00:00,Biden,110,Connecticut,,
769,2020-11-05 00:44:49+00:00,Trump,14,Connecticut,,
770,2020-11-05 00:16:49+00:00,Biden,1421,Connecticut,,
771,2020-11-05 00:16:49+00:00,Trump,475,Connecticut,,
772,2020-11-04 23:01:02+00:00,Biden,4,Connecticut,,
773,2020-11-04 23:01:02+00:00,Trump,2,Connecticut,,
774,2020-11-04 22:54:27+00:00,Biden,358,Connecticut,,
775,2020-11-04 22:54:27+00:00,Trump,215,Connecticut,,
776,2020-11-04 22:52:13+00:00,Biden,156,Connecticut,,
777,2020-11-04 22:52:13+00:00,Trump,139,Connecticut,,
778,2020-11-04 22:38:48+00:00,Biden,83,Connecticut,,
779,2020-11-04 22:38:48+00:00,Trump,59,Connecticut,,
780,2020-11-04 22:27:15+00:00,Biden,70,Connecticut,,
781,2020-11-04 22:27:15+00:00,Trump,56,Connecticut,,
782,2020-11-04 22:19:33+00:00,Biden,1638,Connecticut,,
783,2020-11-04 22:19:33+00:00,Trump,614,Connecticut,,
784,2020-11-04 22:12:35+00:00,Biden,279,Connecticut,,
785,2020-11-04 22:12:35+00:00,Trump,100,Connecticut,,
786,2020-11-04 21:07:10+00:00,Biden,29,Connecticut,,
787,2020-11-04 21:07:10+00:00,Trump,27,Connecticut,,
788,2020-11-04 20:58:39+00:00,Biden,371,Connecticut,,
789,2020-11-04 20:58:39+00:00,Trump,162,Connecticut,,
790,2020-11-04 20:53:17+00:00,Biden,183,Connecticut,,
791,2020-11-04 20:53:17+00:00,Trump,87,Connecticut,,
792,2020-11-04 20:28:27+00:00,Biden,59,Connecticut,,
793,2020-11-04 20:28:27+00:00,Trump,4,Connecticut,,
794,2020-11-04 20:14:42+00:00,Biden,53,Connecticut,,
795,2020-11-04 20:14:42+00:00,Trump,36,Connecticut,,
796,2020-11-04 20:10:29+00:00,Biden,1200,Connecticut,,
797,2020-11-04 20:10:29+00:00,Trump,358,Connecticut,,
798,2020-11-04 20:03:16+00:00,Biden,84,Connecticut,,
799,2020-11-04 20:03:16+00:00,Trump,23,Connecticut,,
800,2020-11-04 19:44:32+00:00,Biden,363,Connecticut,,
801,2020-11-04 19:44:32+00:00,Trump,156,Connecticut,,
802,2020-11-04 19:36:47+00:00,Biden,53,Connecticut,,
803,2020-11-04 19:36:47+00:00,Trump,15,Connecticut,,
804,2020-11-04 19:28:48+00:00,Biden,129,Connecticut,,
805,2020-11-04 19:28:48+00:00,Trump,81,Connecticut,,
806,2020-11-04 19:13:03+00:00,Biden,43,Connecticut,,
807,2020-11-04 19:13:03+00:00,Trump,34,Connecticut,,
808,2020-11-04 18:23:27+00:00,Biden,8005,Connecticut,,
809,2020-11-04 18:23:27+00:00,Trump,7492,Connecticut,,
810,2020-11-04 17:44:28+00:00,Biden,32,Connecticut,,
811,2020-11-04 17:44:28+00:00,Trump,19,Connecticut,,
812,2020-11-04 17:33:32+00:00,Biden,9750,Connecticut,,
813,2020-11-04 17:33:32+00:00,Trump,7292,Connecticut,,
814,2020-11-04 17:24:40+00:00,Biden,2962,Connecticut,,
815,2020-11-04 17:24:40+00:00,Trump,2699,Connecticut,,
816,2020-11-04 16:45:02+00:00,Biden,15,Connecticut,,
817,2020-11-04 16:45:02+00:00,Trump,24,Connecticut,,
818,2020-11-04 16:41:26+00:00,Biden,16548,Connecticut,,
819,2020-11-04 16:41:26+00:00,Trump,14787,Connecticut,,
820,2020-11-04 16:30:00+00:00,Biden,45,Connecticut,,
821,2020-11-04 16:30:00+00:00,Trump,69,Connecticut,,
822,2020-11-04 16:25:01+00:00,Biden,535,Connecticut,,
823,2020-11-04 16:25:01+00:00,Trump,231,Connecticut,,
824,2020-11-04 16:19:06+00:00,Biden,5286,Connecticut,,
825,2020-11-04 16:19:06+00:00,Trump,1327,Connecticut,,
826,2020-11-04 15:52:05+00:00,Biden,4,Connecticut,,
827,2020-11-04 15:52:05+00:00,Trump,10,Connecticut,,
828,2020-11-04 15:41:34+00:00,Biden,573,Connecticut,,
829,2020-11-04 15:41:34+00:00,Trump,921,Connecticut,,
830,2020-11-04 14:23:44+00:00,Biden,1874,Connecticut,,
831,2020-11-04 14:23:44+00:00,Trump,2296,Connecticut,,
832,2020-11-04 13:28:22+00:00,Biden,924586,Connecticut,,
833,2020-11-04 13:28:22+00:00,Trump,629104,Connecticut,,
834,2020-11-10 22:33:21+00:00,Biden,848,Delaware,,
835,2020-11-10 22:33:21+00:00,Trump,744,Delaware,,
836,2020-11-09 21:52:34+00:00,Biden,7,Delaware,,
837,2020-11-09 21:52:34+00:00,Trump,1,Delaware,,
838,2020-11-04 22:52:13+00:00,Biden,10,Delaware,,
839,2020-11-04 22:52:13+00:00,Trump,28,Delaware,,
840,2020-11-04 13:28:22+00:00,Biden,296240,Delaware,,
841,2020-11-04 13:28:22+00:00,Trump,200546,Delaware,,
842,2020-11-24 13:30:24+00:00,Biden,565,District of Columbia,,
843,2020-11-24 13:30:24+00:00,Trump,30,District of Columbia,,
844,2020-11-24 13:22:21+00:00,Biden,9493,District of Columbia,,
845,2020-11-24 13:22:21+00:00,Trump,384,District of Columbia,,
846,2020-11-14 16:39:04+00:00,Biden,21537,District of Columbia,,
847,2020-11-14 16:39:04+00:00,Trump,1866,District of Columbia,,
848,2020-11-11 03:30:44+00:00,Biden,3062,District of Columbia,,
849,2020-11-11 03:30:44+00:00,Trump,102,District of Columbia,,
850,2020-11-11 03:23:42+00:00,Biden,10279,District of Columbia,,
851,2020-11-11 03:23:42+00:00,Trump,862,District of Columbia,,
852,2020-11-11 03:15:21+00:00,Biden,3762,District of Columbia,,
853,2020-11-11 03:15:21+00:00,Trump,267,District of Columbia,,
854,2020-11-09 18:30:48+00:00,Biden,10064,District of Columbia,,
855,2020-11-09 18:30:48+00:00,Trump,626,District of Columbia,,
856,2020-11-05 13:35:36+00:00,Biden,17941,District of Columbia,,
857,2020-11-05 13:35:36+00:00,Trump,611,District of Columbia,,
858,2020-11-05 13:30:34+00:00,Biden,28078,District of Columbia,,
859,2020-11-05 13:30:34+00:00,Trump,1036,District of Columbia,,
